Filename,Content,Confidence,Status,Issues
031-Kamathipura_7th_Street.pdf,"अ)कामाठीपुरा Fat गल्ली 7ते51,(मनिवि29)खंड2, 2ब)कामाठीपुरा 8वी गल्ली 2ते36,(मनिवि29)खंड] ,",74.6,ok,
032-Kamathipura_7th_Street.pdf,"अ)कामाठीपुरा Sat गल्ली.म्यु.घ.नं.73ते1 15,(मनिवि29)खंड1, 2ब)कामाठीपुरा 9बी गल्ली.म्यु.घ.नं.3ते७5,(मनिवि29)खंड1,",62.7,ok,
033-Kamathipura_7th_Street.pdf,"अ)कामाठीपुरा 3री गल्ली,74-76(मनिवि-29) खंड-2, 2(ब)कामाठीपुरा 8बी गल्ली 78-98 (मनिवि29) खंड-2, 3(क)कामाठीपुरा 9बी गल्ली 2-52 (मनिवि29) खंड-2, 4 ड)कामाठीपुरा 5 बी गल्ली 72-146(मनिवि29)खंड-2, 5 ई)आर.एस.निमकर मार्ग 2-30 (मनिवि29)खंड-7",84.2,ok,
034-Kamathipura_7th_Street.pdf,"अ)कामाठीपुरा 6वी गल्ली,8-62(मनिवि29)खंड1, 2ब)कामाठीपुरा 8वी गल्ली,1-51(मनिवि29)खंड3",74.4,ok,
035-Kamathipura_7th_Street.pdf,"अ)कामाठीपुरा Sat गल्ली,55ते103, (मनिवि 29) खंड 4, 2ब)कामाठीपुरा 13वी गल्ली,93ते105 (मनिवि-29) खंड-4, 3क)शंकरराव पुपाला मार्ग 2ते54 (मनिवि-29) खंड-1,",83.2,ok,
036-Kamathipura_7th_Street.pdf,"अ)आर.एस.निमकर मार्ग 7a 15 (मनिवि-29) खंड-8, 2ब)कामाठीपुरा Gat गल्ली,3ते49(मनिवि-29) खंड-2, 3क)कामाठीपुरा 13वबी गल्ली,92ते108(मनिवि-29) खंड5, 4ड)कामाठीपुरा 8at गल्ली,40शिवाजी ते,46-50ईश्वर बिल्डींग (मनिवि-29) खंड-5,",80.8,ok,
037-Kamathipura_7th_Street.pdf,"अ) कामाठीपुरा 3री गल्ली 30ते 72(मनिवि-29)खंड-3, 2ब)परशुराम पुपाला मार्ग,240ते258 (मनिवि 29) खंड 4, 3क)मानाजी राजुजी मार्ग,80ते89 (मनिवि-29) खंड-1, 4 ड)कामाठीपुरा 4थी गल्ली म्यु. घ.नं.2-58(मनिवि29)खंड1, 5 इ)कामाठीपुरा 4थी गल्ली म्यु.घ.नं.1-55(मनिवि29)खंड2, 6 फ़)कामाठीपुरा 9 वी गल्ली म्यु.घ.नं.538-60(मनिवि-29) खंड-3,",87.8,ok,
038-Maulana_Shaukat_Ali_Road.pdf,"अ)मानाजी राजुजी रोड म्यु.घ.नं.63(मनिवि29)खंड-2, 2ब)शंकरराब पुपाला मार्ग म्यु.घ.नं.90-102 (मनिवि-29)खंड-3, 3क)शंकरराव पुपाला रोड म्यु.घ.नं.126-146(मनिवि-29) खंड-3, 4ड)कामाठीपुरा 2री गल्ली 25-105(मनिवि29) खंड-3,",80.7,ok,
039-Maulana_Shaukat_Ali_Road.pdf,"अ) कामाठीपुरा 1ली गल्ली,(म.नि.वि.29), खंड 1, 2ब) कामाठीपुरा 2री गल्ली,30-71ए(मनिवि29), खंड 2, 3क) कामाठीपुरा 3री गल्ली,21-69(मनिवि29),खंड 4",86.5,ok,
040-Maulana_Shaukat_Ali_Road.pdf,"अ)कामाठीपुरा 2री गल्ली 72-114(मनिवि-29)खंड-3, 2ब)मोलाना आझाद रोड,2-48(मनिवि-29) खंड-1, 3क)परशुराम पुपाला रोड (बाप्टी रोड)म्युनिसिपल ब्लॉक नं.ए ते बी 1(मनिवि-29) खंड-5",85.0,ok,
