filename,page,content,confidence
074-Navroji_Hill_Road_No_-_4.pdf,1,"अ)लक्ष्मण नारायण जाधव मार्ग-म्यु.घ.नं.45 ते 115, आणि 72 ते 122, ब)बाळू चांगू पाटील 2री क्रॉस लेन-म्यु.घ.नं.13 ते 19.",90
075-Navroji_Hill_Road_No-4.pdf,1,"अ)लक्ष्मण नारायण जाधव मार्ग-म्यु.घ.नं.2 ते44 ब)सामंतभाई नानाजी रोड(दक्षिण)-बाल सुधारगृह व हवाबाई बिल्डिंग",91
076-Navroji_Hill_Road_No-4.pdf,1,"अ)1ला बाळू चांगू पाटील रोड-म्यु.घ.नं.9 ते 51 आणि 2 ते 90, ब) सामंतभाई नानजी रोड (उत्तर) -म्यु .घ.नं. 111 ते 189.",89
077-Navroji_Hill_Road_No-4.pdf,1,"अ)डॉ.मैशेरी रोड-म्यु.घ.नं.50 ते 96,ब)नवरोजी हिल रोड नं.1-म्यु.घ.नं.1 ते 15.",90
078-Navroji_Hill_Road_No-4.pdf,1,"अ)नवरोजी हिल रोड नं.2-म्यु.घ.नं.5 ते 119, ब)नवरोजी हिल रोड नं.9,क)सामंतभाई नानजी रोड (दक्षिण)-म्यु.घ.नं.13 ते 21व मर्चेन्ट बिलिंग.",86
079-Navroji_Hill_Road_No-4.pdf,1,"अ)नवरोजी हिल रोड नं.4-म्यु.घ.नं.30 ते 34 ब)नवरोजी हिल रोड नं.16, क)नवरोजी हिल रोड नं.21-म्यु.घ.नं.3अ, ड)हाजी बच्चूअली रोड-म्यु. घ.नं.4 आणि 8अ व 8ब.",88
080-Navroji_Hill_Road_No-4.pdf,1,"अ)इमाम वाडा रोड-म्यु.घ.नं. 106 ते 156, ब)इब्राहिम रहिमतुल्ला रोड-बी.आय.टी.ब्लॉक नं. 7ते$8.",81
081-Navroji_Hill_Road_No-4.pdf,1,"अ)नवरोजी हिल रोड क्र.7-म्यु.घ.नं.9ते 11 आणि 80 व संभवदर्शन, ब) नवरोजी हिल रोड नं.5-म्यु. घ.नं.5 ते 12.",84
082-Imamwada_Road.pdf,1,"अ)इब्राहिम रहिमतुल्ला रोड-बी.आय.टी.चाळ क्र. 1 आणि ब्लॉक नं.1ते 6.",81
083-Imamwada_Road.pdf,1,"अ) इब्राहिम रहिमतुल्ला रोड-बी.आय.टी.चाळ क्र.2, ब) इब्राहिम रहिमतुल्ला रोड-म्यु.घ.नं.23 ते 159.",90
084-Imamwada_Road.pdf,1,"पेरू लेन-म्यु.घ.नं.17 ते 29.",91
085-Imamwada_Road.pdf,1,"अ)इमामवाडा रोड-म्यु.घ.नं.12 ते 82.ब)पेरू लेन -म्यु.घ.नं.2 ते 36,क) पेरू लेन-म्यु.घ.नं.7ते15.",82
086-Imamwada_Road.pdf,1,"अ)आशा सदन रोड(जेलरोड पश्‍चिम)-म्यु.घ.नं.16 ते 18, ब)जेल रोड (उत्तर) क्रॉस लेन-म्यु.घ.नं.3 ते 7,क)इमामवाडा रोड-म्यु.घ.नं.13 ते 157, ड)मेमनवाडा रोड-म्यु.घ.नं.2 भेंडीबाजार पोलिस लाईन व आर.के.ट्रॅव्हल र्सव्हीस.",84
089-Imamwada_Road.pdf,1,"अ)मेमनवाडा रोड-बी.आय.टी.चाळ नं.4आणि 5 ब)मिर्जा अली स्ट्रीट-म्यु.घ.नं.3 ते 11.",85
090-Imamwada_Road.pdf,1,"अ)मेमनवाडा रोड-बी.आय.टी.चाळ नं.6 आणि 7 ब)मेमनवाडा रोड-म्यु.घ.नं.7 ते 9, क)सरदार वल्लभभाई पटेल रोड-म्यु.घ.नं.154 ते 332आणिपोलिस ऑफिर्सस वतवार्टस.",84
091-Naoroji_Hill_Road_No.-4.pdf,1,"हुसेन अलीभाई वालजी रोड (तांडेल स्ट्रीट उत्तर)- म्यु.घ.नं.7 ते 74.",92
092-Dharamshala_Road.pdf,1,"अ) मोहम्मद उमर कोकीळ मार्ग-म्यु.घ.नं.49 ते 59 आणि 44 ते 74, ब) मोहम्मद उमर कोकीळ मार्ग क्रॉस लेन-म्यु.घ.नं.1 ते 67 आणि14 ते 42",93
093-Dharamshala_Road.pdf,1,"अ) धर्मशाळा रोड - म्यु.घ.नं.2 ते 6 आणि 9 ते 15, ब) उमरखाडी क्रॉस लेन - म्यु.घ.नं.8 ते 38 क) सरदार वल्लभभाई पटेल रोड -म्यु.घ.नं .110 त140, ड) सामंतभाई नानजी रोड दक्षिण)-म्यु.घ.नं.8 ते 48.",89
094-L_Na_Jadhav_Marg.pdf,1,"अ) जेल रोड (दक्षिण)-म्यु.घ.नं.1 ते 73, ब) डोंगरी क्रॉस लेन-म्यु.घ.नं.3 ते 7आणि 4 ते 10 क) बाबुला टँक क्रॉस लेन-म्युनिसिपल स्टाफ कार्ट स ते म्यु.घ.नं. 41.",87
095-Prin_Sheikh_Hassan_Marg_No.-2.pdf,1,"अ) केशवजी नाईक रोड - म्यु.घ.नं.99 ते 115 ब)प्रिन्सिपल शेख हसन रोड नं.1(1ला फलैक रोड) क)शायदा रोड-म्यु.घ.नं.78 ते 108.",88
096-Prin_Sheikh_Hassan_Marg_No.-2.pdf,1,"अ) केशवजी नाईक रोड-्म्यु.घ.नं.47 ते 118, ब)प्रिन्सिपल शेख हसन रोड नं.2 (2रा फलक रोड) क) शायदा रोड-म्यु.घ.नं.110 ते 120.",86
097-Prin_Sheikh_Hassan_Marg_No.-2.pdf,1,"अ) शायदा रोड- म्यु.घ.नं.85 ते 177आणि 132 ते 166.",87
098-Prin_Sheikh_Hassan_Marg_No.-2.pdf,1,"अ) सरदार वल्लभभाई पटेल रोड-म्यु.घ.नं.77ते 125,ब) सॅम्युअल स्ट्रीट-म्यु.घ.नं.17 त 91.",86
